CUST_ID,AUM_AMT,DATE_OF_BIRTH,YEARLYINCOMELEVEL,CNTY_CD
ID5136,3809,24,25.0,12
ID12589,189080,24,25.0,12
ID15541,30785,24,126.0,12
ID28602,1390,24,25.0,12
ID17650,94,24,25.0,12
ID18130,15027,24,25.0,12
ID23581,2378,24,25.0,12
ID15035,460,24,25.0,12
ID19490,0,24,25.0,12
ID3426,267654,24,25.0,12
ID8990,331,24,25.0,12
ID12801,0,24,25.0,12
ID15385,84852,24,350.0,12
ID20743,9,24,25.0,12
ID2774,53688,24,25.0,12
ID24110,53378,24,126.0,12
ID14195,25101,24,25.0,12
ID4349,2919,24,25.0,12
ID15264,1,24,126.0,12
ID17516,45096,24,126.0,12
ID17381,17,24,25.0,12
ID27559,1,24,25.0,12
ID2602,260697,24,25.0,12
ID19245,303,24,25.0,12
ID27888,75710,24,25.0,12
ID19887,5612,24,25.0,12
ID1674,2053,24,25.0,12
ID17744,1219,24,25.0,12
ID21655,1833,24,25.0,12
ID1167,55,24,25.0,12
ID12039,5105,24,25.0,12
ID184,451,24,,12
ID21758,13337,24,25.0,12
ID22510,1165,24,25.0,12
ID10122,634,24,25.0,12
ID1016,2051453,24,25.0,12
ID19770,400552,24,25.0,12
ID7191,78879,24,25.0,12
ID6294,105216,24,126.0,12
ID16313,48743,24,25.0,12
ID9268,11453,24,25.0,12
ID5061,394,24,126.0,12
ID26089,0,24,25.0,12
ID11192,584,24,126.0,12
ID12353,101077,24,25.0,12
ID9511,7,24,25.0,12
ID25044,1292,24,25.0,12
ID8624,63231,24,126.0,12
ID10922,0,24,25.0,12
ID4297,22195,24,126.0,12
ID27544,700,24,25.0,12
ID24311,84,24,25.0,12
ID10655,1378459,24,25.0,12
ID20815,146163,24,25.0,12
ID14532,83486,24,25.0,12
ID16427,1598,24,25.0,12
ID3204,1469,24,25.0,12
ID4676,101264,24,25.0,12
ID26866,27767,24,25.0,12
ID22802,6000,24,,12
ID23669,863537,24,126.0,12
ID2792,10087,24,126.0,12
ID28242,1354,24,25.0,12
ID24686,280,24,126.0,12
ID21590,26674,24,25.0,12
ID5198,150252,24,25.0,12
ID22913,6118,24,25.0,12
ID8146,173,24,25.0,12
ID5015,414413,24,25.0,12
ID27320,6682,24,25.0,12
ID6992,1037,24,25.0,12
ID21060,5232,24,25.0,12
ID10282,18767,24,126.0,12
ID8663,27,24,25.0,12
ID7124,1205001,24,126.0,12
ID18207,51278,24,126.0,12
ID217,8098,24,126.0,12
ID13580,2103462,24,25.0,12
ID9079,116307,24,126.0,12
ID4799,104362,24,25.0,12
ID12761,359982,24,126.0,12
ID15731,960,24,126.0,12
ID13897,0,24,25.0,12
ID25148,141077,24,25.0,12
ID28407,90453,24,25.0,12
ID16280,14447,24,126.0,12
ID25246,140259,24,25.0,12
ID23591,672,24,25.0,12
ID819,154,24,25.0,12
ID12182,11456,24,25.0,12
ID28954,43585,24,25.0,12
ID20469,49042,24,25.0,12
ID7068,8581,24,25.0,12
ID15098,6314,24,25.0,12
ID1501,1495,24,25.0,12
ID15637,103726,24,25.0,12
ID6936,32335,24,126.0,12
ID9733,5530,24,25.0,12
ID3263,179609,24,25.0,12
ID26419,11759,24,25.0,12
ID25489,4013,24,25.0,12
ID11395,42390,24,25.0,12
ID27004,192623,24,25.0,12
ID29715,191093,24,25.0,12
ID14769,3043,24,25.0,12
ID23737,2803,24,1000.0,12
ID6683,1574,24,126.0,12
ID4613,0,24,25.0,12
ID953,443501,24,25.0,12
ID10251,363,24,25.0,12
ID21078,327,24,25.0,12
ID15545,0,24,25.0,12
ID25652,37319,24,25.0,12
ID12577,71540,24,25.0,12
ID22095,20163,24,25.0,12
ID20145,665297,24,,12
ID5458,161481,24,126.0,12
ID13316,27494,24,25.0,12
ID19159,460,24,25.0,12
ID5359,42786,24,25.0,12
ID4280,32290,24,25.0,12
ID12878,0,24,126.0,12
ID16780,1495,24,25.0,12
ID23760,291853,24,25.0,12
ID20627,58689,24,126.0,12
ID1268,1394276,24,,
ID15708,20486,24,25.0,12
ID16903,184511,24,25.0,12
ID23413,102924,24,25.0,12
ID18654,132247,24,126.0,12
ID28115,37721,24,750.0,12
ID160,175,24,126.0,12
ID15436,13537,24,25.0,12
ID14973,47792,24,25.0,12
ID23698,23353,24,25.0,12
ID4114,3618,24,126.0,12
ID1126,0,24,25.0,12
ID10958,17362,24,25.0,12
ID5056,2068,24,25.0,12
ID22424,17,24,25.0,12
ID20504,856,24,126.0,12
ID8377,223,24,126.0,12
ID22872,16120,24,25.0,12
ID15636,73662,24,25.0,12
ID26370,183588,24,25.0,12
ID11863,101124,24,25.0,12
ID1918,908258,24,126.0,12
ID414,210,24,25.0,12
ID9582,67425,24,25.0,12
ID8489,1,24,25.0,12
ID4864,41881,24,25.0,12
ID7810,757412,24,25.0,12
ID404,39,24,25.0,12
ID22045,109719,24,25.0,12
ID27088,101080,24,25.0,12
ID1687,372191,24,25.0,12
ID23869,6521,24,25.0,08
ID13864,201324,24,25.0,12
ID7635,36949,24,25.0,12
ID11014,1497,24,25.0,12
ID26899,46,24,25.0,12
ID11526,259128,24,25.0,12
ID3297,6989,24,126.0,12
ID16020,207792,24,25.0,12
ID26546,201678,24,25.0,12
ID16101,224551,24,25.0,12
ID24267,104,24,126.0,12
ID9393,39486,24,126.0,12
ID24509,0,24,126.0,12
ID21009,213254,24,25.0,12
ID21378,9763,24,25.0,12
ID24359,1794,24,25.0,12
ID16133,669349,24,25.0,12
ID18874,5046,24,25.0,12
ID26056,6016,24,25.0,12
ID5889,86067,24,126.0,12
ID21676,5738,24,25.0,12
ID18254,148,24,25.0,12
ID19828,3884998,24,1000.0,12
ID23529,13051,24,25.0,12
ID9745,11987,24,25.0,12
ID5048,7169,24,126.0,12
ID7066,6003,24,126.0,12
ID5855,1342,24,126.0,12
ID22770,2572,24,126.0,12
ID29232,0,24,25.0,12
ID7854,31432,24,25.0,12
ID14981,2939,24,25.0,12
ID15934,42352,24,25.0,12
ID3116,133016,24,25.0,12
ID26681,30063,24,25.0,12
ID10265,4222,24,25.0,12
ID26487,22422,24,25.0,12
ID13070,971,24,25.0,12
ID7110,4339,24,126.0,12
ID19089,197,24,25.0,12
ID5300,70,24,126.0,12
ID18836,877622,24,126.0,12
ID21015,803,24,25.0,12
ID17495,523,24,25.0,12
ID11771,3677,24,25.0,12
ID7500,1207737,24,126.0,12
ID17773,7519,24,126.0,12
ID17953,0,24,25.0,12
ID22070,260140,24,25.0,12
ID907,170855,24,25.0,12
ID8635,12,24,25.0,12
ID11569,1527,24,25.0,12
ID16623,376174,24,126.0,12
ID1125,57433,24,25.0,12
ID14535,288313,24,25.0,12
ID1033,31321,24,25.0,12
ID20375,0,24,25.0,12
ID28291,75821,24,25.0,12
ID27493,701,24,25.0,12
ID8530,596,24,25.0,12
ID5193,26881,24,126.0,12
ID20548,88,24,25.0,12
ID9316,85,24,25.0,12
ID24258,0,24,25.0,12
ID8426,3402,24,126.0,12
ID6071,300722,24,25.0,12
ID11815,161793,24,25.0,12
ID5595,5127,24,25.0,12
ID28573,256,24,25.0,12
ID11701,328055,24,25.0,12
ID14045,200500,24,25.0,12
ID896,36771,24,25.0,12
ID23833,50612,24,25.0,14
ID18268,7722,24,126.0,12
ID15224,30,24,126.0,12
ID21943,262,24,126.0,12
ID19040,886310,24,126.0,12
ID9288,586316,24,25.0,12
ID19248,10695,24,25.0,12
ID6561,176,24,25.0,12
ID25109,124,24,25.0,12
ID6967,21,24,25.0,12
ID29787,102113,24,126.0,12
ID7645,85789,24,126.0,12
ID9245,163717,24,126.0,12
ID6428,110158,24,25.0,12
ID28803,15668,24,25.0,12
ID8323,1728,24,25.0,12
ID28637,448,24,25.0,12
ID25184,13,24,25.0,12
ID15352,9569,24,25.0,12
ID8572,456,24,25.0,12
ID26996,4675,24,25.0,12
ID8927,93,24,25.0,12
ID4120,7567332,24,25.0,12
ID12818,25996,24,25.0,12
ID20609,17777,24,25.0,12
ID13926,100682,24,,12
ID24930,11648,24,,12
ID8080,1298,24,25.0,12
ID12872,532154,24,25.0,12
ID5796,157101,24,25.0,12
ID24446,45637,24,25.0,12
ID8899,634,24,,12
ID12375,4267,24,25.0,12
ID5330,27,25,25.0,12
ID26219,102201,25,,12
ID20717,973,25,25.0,12
ID7550,13904,25,126.0,12
ID2243,4052,25,25.0,12
ID26700,392475,25,25.0,12
ID7423,51437,25,126.0,12
ID7884,52071,25,25.0,12
ID5837,85480,25,25.0,12
ID21032,71594,25,25.0,12
ID27409,36001,25,126.0,12
ID12862,1,25,,12
ID22933,19019,25,25.0,12
ID11266,2157,25,25.0,12
ID20320,325710,25,25.0,12
ID1136,59,25,25.0,12
ID27933,3774,25,25.0,12
ID14939,10484,25,126.0,12
ID15268,5456,25,25.0,12
ID5281,1020617,25,25.0,12
ID17046,10944,25,25.0,12
ID20971,6736,25,25.0,12
ID12449,8433,25,25.0,12
ID24325,6036,25,25.0,12
ID29646,3118,25,25.0,12
ID21646,365,25,25.0,12
ID15522,1457,25,25.0,12
ID18617,1039,25,25.0,12
ID26058,8759464,25,25.0,12
ID12625,284820,25,126.0,12
ID17317,37684,25,25.0,12
ID3237,8541,25,25.0,12
ID4985,7286,25,25.0,12
ID13779,35480,25,25.0,12
ID6253,29018,25,126.0,12
ID22748,981,25,25.0,12
ID19303,502,25,25.0,12
ID9213,914,25,25.0,12
ID20034,28880,25,25.0,12
ID27381,86704,25,126.0,12
ID6990,9971,25,25.0,12
ID19378,81231,25,25.0,12
ID28918,21123,25,25.0,12
ID9191,116,25,25.0,12
ID11475,142488,25,25.0,12
ID24343,48758,25,25.0,12
ID20766,17924,25,126.0,12
ID29616,11387,25,25.0,12
ID9537,1081,25,25.0,12
ID3577,1065,25,25.0,12
ID4169,251,25,25.0,12
ID908,0,25,25.0,12
ID27163,205709,25,25.0,12
ID21698,139616,25,126.0,12
ID24153,8463,25,126.0,12
ID7647,84,25,25.0,12
ID29651,219,25,25.0,12
ID1910,56835,25,25.0,12
ID21989,45850,25,25.0,12
ID20628,29285,25,126.0,12
ID1055,10681393,25,126.0,12
ID8213,2167337,25,126.0,12
ID27109,57854,25,25.0,12
ID27312,269534,25,25.0,12
ID27567,49741,25,25.0,12
ID9417,43514,25,25.0,12
ID26359,16675,25,25.0,12
ID22229,3823,25,126.0,12
ID29409,300856,25,126.0,12
ID10499,31125,25,25.0,12
ID6991,11827,25,126.0,12
ID27359,8064,25,25.0,12
ID21571,31657,25,25.0,12
ID28301,972,25,25.0,12
ID11682,5899,25,25.0,12
ID7585,171381,25,126.0,12
ID19644,10291,25,25.0,12
ID538,145,25,25.0,12
ID6989,1096,25,126.0,12
ID16807,11046,25,25.0,12
ID21387,781,25,126.0,12
ID1964,319,25,25.0,12
ID27517,129,25,25.0,12
ID16688,131408,25,25.0,12
ID22550,30027,25,25.0,12
ID22757,4638,25,25.0,12
ID20275,490,25,25.0,12
ID4593,997,25,25.0,12
ID26871,518,25,25.0,12
ID21949,91,25,25.0,12
ID14005,135355,25,25.0,12
ID28901,29900,25,25.0,12
ID29028,12490,25,25.0,12
ID15449,3864910,25,126.0,12
ID1564,30917,25,25.0,12
ID28855,30559,25,126.0,12
ID13684,1970,25,126.0,12
ID2229,54,25,126.0,12
ID16335,356194,25,25.0,12
ID17945,74545,25,25.0,12
ID3534,1332,25,25.0,12
ID24870,41154,25,126.0,12
ID15261,1184,25,25.0,12
ID16412,1097,25,25.0,12
ID12634,164,25,25.0,12
ID2445,29207,25,25.0,12
ID25627,27493,25,25.0,12
ID15213,648,25,25.0,12
ID5130,110687,25,25.0,12
ID1488,313,25,25.0,12
ID18419,18920,25,25.0,12
ID22705,65073848,25,,
ID10349,4472,25,25.0,12
ID18190,274,25,25.0,12
ID5037,184,25,25.0,12
ID10067,40230,25,25.0,12
ID20768,11176,25,25.0,12
ID13915,73640,25,25.0,12
ID12460,23261,25,25.0,12
ID24159,183378,25,25.0,12
ID13770,3773,25,25.0,12
ID19960,123668,25,25.0,12
ID10851,15842,25,,12
ID28195,3013,25,25.0,12
ID8226,871,25,126.0,12
ID29338,31469,25,25.0,12
ID2989,111,25,25.0,12
ID2592,5279,25,25.0,12
ID11200,777775,25,,12
ID22022,55035,25,25.0,12
ID28623,15896,25,25.0,12
ID15238,3230,25,25.0,12
ID15394,4950957,25,25.0,12
ID24663,315115,25,25.0,12
ID8883,84743,25,25.0,12
ID16310,3091,25,25.0,12
ID10716,448625,25,25.0,12
ID24328,23671,25,126.0,12
ID1391,224146,25,25.0,12
ID20331,34567,25,25.0,12
ID21859,31272,25,25.0,12
ID27607,27275,25,25.0,12
ID1777,31,25,25.0,12
ID37,1429188,25,25.0,12
ID1568,165114,25,25.0,12
ID24172,151688,25,25.0,12
ID4119,180,25,25.0,12
ID28595,29372,25,25.0,12
ID23823,14668,25,25.0,12
ID25312,0,25,25.0,12
ID12147,164790,25,126.0,12
ID24303,68153,25,25.0,12
ID20673,98536,25,25.0,12
ID28306,312,25,25.0,12
ID21525,85803,25,25.0,12
ID10885,13526,25,25.0,12
ID23875,2316362,25,126.0,12
ID9236,51576,25,25.0,12
ID3968,1857,25,25.0,12
ID16791,110809,25,350.0,12
ID25323,19523,25,25.0,12
ID3445,17483,25,25.0,12
ID18474,8014,25,25.0,12
ID26137,672,25,25.0,12
ID5156,39153,25,25.0,12
ID26836,3,25,25.0,12
ID14674,310836,25,25.0,12
ID464,110138,25,25.0,12
ID9398,878,25,25.0,12
ID24386,15,25,25.0,12
ID8195,67,25,25.0,12
ID7768,9884,25,126.0,12
ID15601,77,25,25.0,12
ID22368,99,25,25.0,12
ID11193,423073,25,25.0,12
ID7032,25996,25,25.0,12
ID9343,21234,25,126.0,12
ID5743,68150,25,126.0,12
ID26047,4025,25,25.0,12
ID15982,2528,25,126.0,12
ID4270,22613,25,126.0,12
ID14698,4731,25,25.0,12
ID6547,167019,25,25.0,12
ID29809,43369,25,126.0,12
ID13996,3366,25,25.0,12
ID9495,82,25,25.0,12
ID28502,199014,25,25.0,12
ID19769,47640,25,126.0,12
ID22675,22,25,25.0,12
ID27423,12163,25,25.0,12
ID6746,8133,25,25.0,12
ID2452,1108,25,25.0,12
ID24084,169,25,25.0,12
ID7461,4462,25,25.0,12
ID15575,100772,25,25.0,12
ID3882,619,25,25.0,12
ID2154,0,25,25.0,12
ID20430,0,25,25.0,12
ID18367,23818,25,25.0,12
ID26637,199,25,25.0,12
ID2662,163083,25,25.0,12
ID24010,611,25,25.0,12
ID5709,37591,25,25.0,12
ID11202,670,25,,
ID8135,10209,25,25.0,12
ID12599,1149,25,25.0,12
ID8825,360,25,25.0,12
ID1050,315140,25,25.0,12
ID5428,12407,25,126.0,12
ID4335,8065,25,126.0,12
ID549,4158,25,126.0,12
ID23721,693,25,25.0,12
ID27530,0,25,25.0,12
ID8063,5105,25,25.0,12
ID3528,8708,25,25.0,12
ID22842,6786,25,25.0,12
ID11847,167686,25,126.0,12
ID23941,8,25,126.0,12
ID13520,72576,25,25.0,12
ID13018,2840,25,25.0,12
ID29431,5376432,25,126.0,12
ID29307,1379,25,25.0,12
ID20732,1110,25,25.0,12
ID16620,11170,25,25.0,12
ID27182,34,25,25.0,12
ID9029,52826,25,25.0,12
ID1124,41574,25,126.0,12
ID12200,36323,25,25.0,12
ID16634,367264,25,25.0,12
ID1633,11417,25,25.0,12
ID26738,441639,25,,12
ID9977,1475,25,25.0,12
ID28355,9676,25,25.0,12
ID25591,103718,25,25.0,12
ID17019,113774,25,126.0,12
ID29366,26632,25,25.0,12
ID11010,37770,25,25.0,12
ID7251,227,25,25.0,12
ID2129,12850,25,126.0,12
ID4648,2443,25,25.0,12
ID1820,1751,25,25.0,12
ID7951,12593,25,25.0,12
ID14332,498,25,25.0,12
ID28600,178,25,126.0,12
ID23863,152192,25,126.0,12
ID10919,68187,25,25.0,12
ID27709,24899,25,126.0,12
ID14952,2318,25,126.0,12
ID1659,1507328,25,25.0,12
ID13402,436318,25,25.0,12
ID23490,172558,25,25.0,12
ID19371,150206,25,25.0,12
ID9854,948,25,25.0,12
ID24896,30,25,25.0,12
ID17237,13822,25,25.0,12
ID12234,876,25,25.0,12
ID27459,963,25,25.0,12
ID12824,14438,25,25.0,12
ID18351,13043,25,126.0,12
ID8394,59105,25,25.0,12
ID7802,12924,25,25.0,12
ID10962,13470,25,126.0,12
ID17821,916,25,25.0,12
ID27740,44210,25,126.0,12
ID15270,199,25,25.0,12
ID2392,99,25,25.0,12
ID18688,287921,25,25.0,12
ID14741,17471,25,25.0,12
ID13954,11563,25,25.0,12
ID2674,10414,25,25.0,12
ID5665,2019453,25,25.0,12
ID13592,240074,25,25.0,12
ID22926,30486,25,25.0,12
ID1038,635,25,25.0,12
ID2423,235835,25,25.0,12
ID27720,1933,25,25.0,12
ID2928,6619,25,25.0,12
ID11320,393,25,25.0,12
ID13930,190666,25,126.0,12
ID4742,7447,25,25.0,12
ID10495,2425,25,25.0,12
ID12188,10201,25,25.0,12
ID21907,747,25,25.0,12
ID4771,17196,25,126.0,12
ID6244,3447,25,126.0,12
ID9386,67,25,25.0,12
ID6752,53336,25,25.0,12
ID5807,91,25,25.0,12
ID4610,80568,25,25.0,12
ID362,0,25,25.0,12
ID19284,0,25,25.0,12
ID19627,39904,25,25.0,12
ID4553,7881,25,25.0,12
ID26306,3245,25,25.0,12
ID2699,29399431,25,126.0,12
ID19876,100536,25,25.0,12
ID5880,69700,25,25.0,12
ID4083,62849,25,25.0,12
ID27999,7385,25,25.0,12
ID26475,36562,25,25.0,12
ID15363,33417,25,25.0,12
ID1004,1830,25,25.0,12
ID2357,0,25,25.0,12
ID16687,54301,25,25.0,12
ID23175,30462,25,25.0,12
ID1155,4258,25,25.0,12
ID22885,3581,25,25.0,12
ID1783,1506,25,25.0,12
ID6952,114,25,25.0,12
ID6865,55800,25,25.0,12
ID12398,8514,25,25.0,12
ID27585,1540,25,25.0,12
ID419,74533,25,126.0,12
ID947,19825,25,25.0,12
ID17459,14177,25,25.0,12
ID28307,248138,25,25.0,12
ID26947,104115,25,25.0,12
ID4578,1739,25,126.0,12
ID12407,39384,25,25.0,12
ID25512,81833,25,126.0,12
ID9572,2030,25,25.0,12
ID2733,625,25,25.0,12
ID27506,7370,25,25.0,12
ID104,27300323,25,25.0,
ID7614,9903,25,25.0,12
ID25410,24,25,25.0,12
ID29748,0,25,25.0,12
ID551,94428,25,25.0,12
ID12146,65831,25,25.0,12
ID469,11247,25,25.0,12
ID23269,10507,25,25.0,12
ID14545,1459,25,25.0,12
ID24843,64,25,25.0,12
ID10595,35907,25,25.0,12
ID28913,55,25,25.0,12
ID18529,102019,25,25.0,12
ID27631,2814,25,,12
ID13348,1105,25,126.0,12
ID23395,0,25,126.0,12
ID3387,110537,25,126.0,12
ID26645,8755,25,25.0,12
ID6899,1016,25,25.0,12
ID27196,101095,25,126.0,12
ID5518,4867,25,25.0,12
ID10816,212913,25,25.0,12
ID29251,75532,25,25.0,12
ID16953,15621,25,25.0,12
ID10294,2388453,25,25.0,12
ID22935,171995,25,126.0,12
ID2612,2693,25,25.0,12
ID5416,325889,25,25.0,12
ID16331,16992,25,25.0,12
ID11770,267115,25,25.0,12
ID10950,11796,25,25.0,12
ID16399,11561,25,25.0,12
ID20841,704,25,25.0,12
ID17241,3687,25,25.0,12
ID29024,4130393,25,25.0,12
ID29618,5375,25,25.0,12
ID23485,7063,25,25.0,12
ID9166,0,25,25.0,12
ID8112,19096,25,25.0,12
ID24567,7322,25,25.0,12
ID19063,147,25,25.0,12
ID18307,391798,25,25.0,12
ID4497,50,25,126.0,12
ID2574,12263,25,25.0,12
ID2453,53566,25,126.0,12
ID19364,667406,25,25.0,12
ID19264,272,25,25.0,12
ID23440,0,25,25.0,12
ID20881,761,25,25.0,12
ID1002,598184,25,25.0,12
ID15,0,25,25.0,12
ID4666,60,25,25.0,12
ID13994,2424937,25,,
ID1427,21743,25,25.0,12
ID4572,1485,25,25.0,12
ID8047,2953,25,25.0,12
ID29561,207,25,25.0,12
ID23797,6564336,25,126.0,12
ID25689,18554,25,25.0,12
ID3565,10012,25,126.0,12
ID9455,1301,25,25.0,12
ID26332,1,25,25.0,12
ID2525,9,25,25.0,12
ID23164,48194,25,25.0,12
ID5944,31339,25,25.0,12
ID20810,22167,25,126.0,12
ID3494,798,25,25.0,12
ID5018,6242,25,25.0,12
ID9926,24,25,25.0,12
ID10395,108451,25,25.0,12
ID21218,49904,25,126.0,12
ID20705,12894276,25,,12
ID13655,0,25,126.0,12
ID20095,30042,25,25.0,12
ID15891,6068,25,25.0,12
ID12584,51105,25,126.0,12
ID2201,10150,25,25.0,12
ID16734,18284,25,25.0,12
ID15606,7669,25,25.0,12
ID4879,1685,25,25.0,12
ID26695,26943,25,25.0,12
ID20564,7540,25,25.0,12
ID16919,6465,25,25.0,12
ID28960,67754,25,25.0,12
ID12421,2792,25,25.0,12
ID27012,0,25,25.0,12
ID585,615500,25,350.0,12
ID3338,47632,25,25.0,12
ID17336,41190,25,126.0,12
ID1511,5273,25,126.0,12
ID16383,2100,25,25.0,12
ID28829,24842,25,25.0,12
ID17144,22778,25,25.0,12
ID6641,4181,25,25.0,12
ID2218,4375,25,25.0,12
ID12269,2239,25,25.0,12
ID22064,0,25,25.0,12
ID17603,592571,25,,
ID21058,105156,25,25.0,12
ID5929,49088,25,25.0,12
ID19570,221,25,25.0,12
ID13990,174506,25,25.0,12
ID1510,120603,25,126.0,12
ID9667,109915,25,126.0,12
ID16340,83456,25,25.0,12
ID22580,54426,25,,12
ID29323,6545,25,25.0,12
ID19057,267,25,25.0,12
ID14868,49,25,25.0,12
ID13726,2511,25,25.0,12
ID3132,939,25,25.0,12
ID1791,321618,25,350.0,12
ID7453,4039,25,25.0,12
ID4727,3946,25,25.0,12
ID22233,1487,25,25.0,12
ID24130,100,25,25.0,12
ID17822,87441,25,25.0,12
ID15480,6722,25,25.0,12
ID3557,677515,25,126.0,12
ID27531,545968,25,25.0,12
ID26353,412385,25,126.0,12
ID24054,171889,25,25.0,12
ID14815,177,25,25.0,12
ID25606,145,25,25.0,12
ID23473,3766880,25,,12
ID8269,1632,25,126.0,12
ID29041,177968,25,25.0,12
ID4986,153724,25,25.0,12
ID15117,8024,25,25.0,12
ID8046,0,25,25.0,12
ID28843,854309,25,126.0,12
ID11355,1784,25,25.0,12
ID16269,57073,25,126.0,12
ID19532,111,25,25.0,12
ID16998,277321,25,126.0,12
ID29753,17105,25,126.0,12
ID1096,7290,25,25.0,12
ID3262,750630,25,126.0,12
ID126,232751,25,25.0,12
ID26397,7469,25,25.0,12
ID14791,7,25,25.0,12
ID1258,88432,25,126.0,12
ID22876,39341,25,25.0,12
ID8358,33,25,25.0,12
ID23651,2602,25,25.0,12
ID2578,2429,25,126.0,12
ID13487,1946,25,25.0,12
ID11287,14457,25,25.0,12
ID29196,82299,25,126.0,12
ID22397,42369,25,25.0,12
ID23033,1096,25,126.0,12
ID24944,70212,25,25.0,12
ID19356,0,25,25.0,12
ID22824,0,25,25.0,12
ID27191,57762,25,25.0,12
ID17452,46757,25,25.0,12
ID22396,3766,25,25.0,12
ID26591,523155,25,126.0,12
ID27308,44030,25,25.0,12
ID13798,18006,25,126.0,12
ID25493,76,25,25.0,12
ID20585,67,25,25.0,12
ID74,4256133,25,25.0,12
ID7983,247925,25,126.0,12
ID24071,28193,25,126.0,12
ID4062,21030,25,126.0,12
ID28945,134807,25,25.0,12
ID23423,30700,25,25.0,12
ID7674,10952,25,25.0,12
ID1863,6111,25,25.0,12
ID18080,2313,25,25.0,12
ID9748,47209,25,25.0,12
ID5284,46125,25,126.0,12
ID10592,0,25,25.0,12
ID7271,5129,25,25.0,12
ID13447,5036,25,25.0,12
ID24880,13,25,126.0,12
ID8683,546006,25,25.0,12
ID3724,1127,25,25.0,12
ID19428,28489,25,126.0,12
ID2079,3432,25,25.0,12
ID20018,460113,25,126.0,12
ID281,5389,25,126.0,12
ID19649,1540,25,25.0,12
ID28669,1037,25,25.0,12
ID20301,377,25,25.0,12
ID19823,0,25,25.0,12
ID10693,0,25,126.0,12
ID13872,0,25,25.0,12
ID13496,0,25,126.0,12
ID20060,55573,25,25.0,12
ID18642,507,25,25.0,12
ID13083,13792,25,126.0,12
ID8331,154,25,25.0,12
ID22055,7372867,25,126.0,12
ID6809,70598,25,25.0,12
ID16747,2735,25,25.0,12
ID29731,21336,25,25.0,12
ID22587,1,25,,12
ID17197,175558,25,126.0,12
ID19833,2357,25,25.0,12
ID14032,1857,25,25.0,12
ID19398,51654,25,25.0,12
ID24724,8738,25,126.0,12
ID11020,45035,25,126.0,12
ID2033,177627,25,25.0,12
ID27767,3259,25,126.0,12
ID7806,17,25,25.0,12
ID9125,172,25,25.0,12
ID27275,203425,25,25.0,12
ID6674,795,25,25.0,12
ID18729,4614,25,126.0,12
ID28728,1189,25,25.0,12
ID11235,28532,25,25.0,12
ID16219,0,25,25.0,12
ID25709,415,25,25.0,12
ID24400,8291,25,126.0,12
ID7104,93302,25,25.0,12
ID19557,126,25,25.0,12
ID24738,142025,25,126.0,12
ID25967,2510,25,126.0,12
ID15882,942,25,25.0,12
ID13017,285,25,126.0,12
ID3674,22,25,25.0,12
ID26251,11877,25,25.0,12
ID25102,3820,25,25.0,12
ID26978,100400,25,25.0,12
ID7734,18,25,25.0,12
ID27550,6919,25,25.0,12
ID8673,36418,25,126.0,12
ID19043,23999,25,25.0,12
ID14303,1721,25,25.0,12
ID28865,610,25,25.0,12
ID22477,91,25,25.0,12
ID25736,3085,25,25.0,12
ID1762,104633,25,25.0,12
ID537,23780,25,25.0,12
ID651,120249,25,,14
ID12705,72743,25,25.0,12
ID6199,1181,25,25.0,12
ID2083,51,25,25.0,12
ID18023,20699,25,25.0,12
ID7978,72211,25,25.0,12
ID15022,320361,25,25.0,12
ID13091,33977,25,25.0,12
ID17968,20632,25,25.0,12
ID17035,5871,25,25.0,12
ID15928,4108,25,126.0,12
ID5753,476,25,25.0,12
ID13873,0,25,25.0,12
ID18282,18085,25,25.0,12
ID25204,8249,25,25.0,12
ID15980,19848,25,25.0,12
ID14994,499903,25,25.0,12
ID555,96,25,25.0,12
ID9410,12015539,25,25.0,12
ID20241,183607,25,25.0,12
ID12362,971,25,25.0,12
ID25075,208966,25,25.0,12
ID17979,607351,25,25.0,12
ID8110,1530,25,25.0,12
ID25886,1132293,25,,12
ID25465,22558,25,126.0,12
ID13190,6006,25,25.0,12
ID17245,71,25,25.0,12
ID22865,77649,25,25.0,12
ID528,24985,25,25.0,12
ID15260,423,25,25.0,12
ID18971,34424,25,25.0,12
ID19021,14,25,126.0,12
ID26363,53177,25,25.0,12
ID4678,18299,25,25.0,12
ID4850,16312,25,25.0,12
ID16285,1624,25,25.0,12
ID15642,1420623,25,25.0,12
ID28308,133266,25,126.0,12
ID17289,110994,25,126.0,12
ID8325,4,25,25.0,12
ID29387,0,25,25.0,12
ID29467,9551,25,25.0,12
ID12374,1010230,25,25.0,12
ID4885,24426,25,25.0,12
ID14910,1,25,126.0,12
ID10576,0,25,126.0,12
ID26549,898,25,25.0,12
ID9665,102,25,25.0,12
ID15240,1199,25,25.0,12
ID27433,230,25,25.0,12
ID19298,58073,25,126.0,12
ID1400,2474,25,25.0,12
ID10765,0,25,25.0,12
ID1555,38764,25,25.0,12
ID26914,5918,25,,12
ID24209,16622,25,126.0,12
ID26122,9060,25,25.0,12
ID4046,127109,25,25.0,14
ID26559,1283,25,25.0,12
ID15563,665,25,25.0,12
ID1205,152,25,126.0,12
ID1019,99,25,25.0,12
ID4538,63,25,25.0,12
ID8165,0,25,25.0,12
ID25397,4678292,25,,12
ID16676,8609,25,25.0,12
ID20441,560,25,25.0,12
ID28859,15068,25,25.0,12
