ACCT_NBR,CUST_ID,CANCEL_NO_CONTACT,IS_DIGITAL,ACCT_OPEN_DT
ACCT11784,ID11153,0,0,8128
ACCT16495,ID15646,0,0,10330
ACCT23009,ID21829,0,0,10333
ACCT15694,ID14876,0,0,8260
ACCT18811,ID17825,0,0,8260
ACCT31134,ID29566,0,0,10394
ACCT31010,ID29453,0,0,10394
ACCT1806,ID1700,0,0,8264
ACCT1354,ID1270,0,0,10393
ACCT30535,ID28995,0,0,10394
ACCT13594,ID12875,0,0,10393
ACCT10666,ID10077,0,0,10394
ACCT9766,ID9216,0,0,8720
ACCT495,ID457,0,0,9312
ACCT18966,ID17955,0,0,9434
ACCT2117,ID2003,1,0,9433
ACCT23057,ID21873,0,0,10464
ACCT14356,ID13601,0,0,10469
ACCT12845,ID12169,0,0,8981
ACCT21859,ID20705,0,0,9939
ACCT5337,ID4989,0,0,9888
ACCT20972,ID19857,0,0,9939
ACCT6212,ID5826,0,0,9006
ACCT15996,ID15164,0,0,10050
ACCT27905,ID26484,0,0,9006
ACCT30037,ID28520,0,0,10050
ACCT15294,ID14498,0,0,10274
ACCT23094,ID21908,0,0,10274
ACCT16926,ID16040,0,0,8595
ACCT11706,ID11078,0,0,9892
ACCT7387,ID6950,0,0,9896
ACCT14205,ID13460,0,0,7481
ACCT26359,ID25007,0,0,9344
ACCT25997,ID24660,0,0,8280
ACCT25379,ID24076,0,0,8526
ACCT19843,ID18788,0,0,10011
ACCT30769,ID29228,0,0,10014
ACCT4115,ID3859,0,0,10011
ACCT3202,ID2996,0,0,7368
ACCT12285,ID11640,0,0,7348
ACCT16209,ID15374,0,0,7348
ACCT14689,ID13916,0,0,7348
ACCT23040,ID21858,0,0,7348
ACCT9398,ID8881,0,0,9639
ACCT30550,ID29009,0,0,9650
ACCT31202,ID29633,0,0,9640
ACCT21165,ID20036,0,0,8908
ACCT23050,ID21866,0,0,10518
ACCT18464,ID17494,0,0,6993
ACCT29540,ID28055,1,0,9937
ACCT9848,ID9296,0,0,8370
ACCT20312,ID19224,0,0,10357
ACCT18111,ID17157,0,0,10360
ACCT13379,ID12669,0,0,10358
ACCT12137,ID11495,0,0,4640
ACCT12398,ID11743,0,0,9563
ACCT21146,ID20017,0,0,9575
ACCT30884,ID29333,0,0,6423
ACCT4544,ID4274,0,0,9566
ACCT13219,ID12530,1,0,9566
ACCT24629,ID23355,0,0,9563
ACCT19279,ID18257,0,0,5830
ACCT29417,ID27934,0,0,10486
ACCT15548,ID14738,0,0,10582
ACCT15147,ID14354,0,0,10582
ACCT2046,ID1932,0,0,7788
ACCT12958,ID12275,0,0,8999
ACCT16865,ID15983,1,0,8995
ACCT16517,ID15668,0,0,8450
ACCT16351,ID15509,0,0,8453
ACCT26184,ID24842,0,0,8450
ACCT22106,ID20944,0,0,8272
ACCT23697,ID22493,0,0,9148
ACCT17215,ID16320,0,0,9149
ACCT5941,ID5559,0,0,9148
ACCT12222,ID11578,0,0,9149
ACCT22848,ID21668,0,0,10317
ACCT13112,ID12425,0,0,9700
ACCT19935,ID18879,0,0,9701
ACCT27371,ID25965,0,0,9700
ACCT30355,ID28827,0,0,9336
ACCT1819,ID1713,0,0,9336
ACCT13766,ID13040,0,0,7932
ACCT18302,ID17338,0,0,9025
ACCT23568,ID22366,0,0,9031
ACCT30953,ID29399,0,0,7134
ACCT15185,ID14391,0,0,7133
ACCT6173,ID5787,0,0,9587
ACCT2398,ID2276,0,0,7439
ACCT29220,ID27749,0,0,10302
ACCT30636,ID29095,0,0,10298
ACCT31208,ID29638,0,0,7439
ACCT14006,ID13274,0,0,7743
ACCT14674,ID13901,0,0,7742
ACCT27433,ID26027,0,0,7742
ACCT29409,ID27926,0,0,7399
ACCT14483,ID13722,0,0,7398
ACCT26548,ID25195,0,0,9895
ACCT28917,ID27452,0,0,9892
ACCT9594,ID9055,0,0,9891
ACCT27492,ID26083,0,0,10578
ACCT23926,ID22712,0,0,10578
ACCT10832,ID10235,0,0,10578
ACCT21138,ID20009,0,0,10581
ACCT6211,ID5825,0,0,10578
ACCT30032,ID28515,0,0,10578
ACCT23433,ID22231,0,0,10581
ACCT29784,ID28277,0,0,8989
ACCT15789,ID14969,0,0,8926
ACCT3097,ID2904,0,0,8614
ACCT6271,ID5884,0,0,6948
ACCT16243,ID15405,0,0,7277
ACCT25146,ID23856,0,0,7277
ACCT13841,ID13112,0,0,7277
ACCT22702,ID21530,0,0,7277
ACCT30242,ID28720,0,0,10016
ACCT19818,ID18764,0,0,10021
ACCT14265,ID13518,0,0,6413
ACCT25613,ID24301,0,0,6413
ACCT1704,ID1600,0,0,6413
ACCT9744,ID9196,0,0,6413
ACCT15681,ID14863,0,0,6413
ACCT13707,ID12982,0,0,9591
ACCT17746,ID16838,0,0,8924
ACCT17165,ID16270,0,0,8965
ACCT4493,ID4228,0,0,8925
ACCT15912,ID15092,0,0,10324
ACCT2015,ID1904,0,0,10325
ACCT15770,ID14950,0,0,10501
ACCT2633,ID2499,0,0,10499
ACCT9051,ID8548,0,0,8727
ACCT8199,ID7724,0,0,9176
ACCT6803,ID6408,0,0,9175
ACCT27854,ID26433,0,0,9175
ACCT13125,ID12438,0,0,9175
ACCT25277,ID23980,0,0,9175
ACCT17378,ID16482,0,0,2491
ACCT19419,ID18395,0,0,2480
ACCT22524,ID21359,0,0,2496
ACCT20896,ID19781,1,0,9871
ACCT21278,ID20143,0,0,9870
ACCT21663,ID20516,0,0,6298
ACCT10037,ID9471,0,0,7889
ACCT26115,ID24775,0,0,6819
ACCT24176,ID22946,0,0,4621
ACCT22370,ID21205,0,0,4620
ACCT12407,ID11751,0,1,17905
ACCT6041,ID5658,0,1,17907
ACCT27894,ID26473,0,1,16444
ACCT26622,ID25263,0,1,17905
ACCT5318,ID4982,0,1,17906
ACCT17139,ID16245,0,1,16443
ACCT10927,ID10326,0,1,16443
ACCT21833,ID20680,0,1,17906
ACCT2710,ID2574,0,1,17905
ACCT13165,ID12477,0,1,16443
ACCT4930,ID4600,0,1,17906
ACCT581,ID538,0,1,16444
ACCT9294,ID8779,0,1,17906
ACCT28655,ID27198,0,1,17905
ACCT18063,ID17111,0,1,16444
ACCT5972,ID5590,0,1,16443
ACCT7528,ID7087,0,1,17906
ACCT26274,ID24924,0,1,17907
ACCT3996,ID3752,0,1,16444
ACCT235,ID220,0,1,16443
ACCT11475,ID10854,0,1,17906
ACCT2066,ID1952,0,1,16443
ACCT12646,ID11979,0,1,17906
ACCT5094,ID4762,0,1,16444
ACCT24760,ID23478,0,1,16443
ACCT30263,ID28739,0,1,17907
ACCT5590,ID5220,0,1,17906
ACCT4289,ID4032,0,1,16444
ACCT16297,ID15457,0,1,17905
ACCT4161,ID3905,0,1,16443
ACCT10370,ID9796,0,1,16444
ACCT28490,ID27043,0,1,16443
ACCT27090,ID25702,0,1,17906
ACCT26427,ID25075,0,1,17906
ACCT26247,ID24898,0,1,16443
ACCT19851,ID18796,0,1,16444
ACCT25102,ID23813,0,1,16443
ACCT16277,ID15438,0,1,16443
ACCT24602,ID23328,0,1,17905
ACCT15413,ID14605,0,1,17906
ACCT19478,ID18448,0,1,16443
ACCT15939,ID15119,0,1,16443
ACCT5463,ID5100,0,1,16443
ACCT8173,ID7698,0,1,16444
ACCT20173,ID19099,0,1,16443
ACCT2238,ID2119,0,1,16443
ACCT8145,ID7671,0,1,17905
ACCT31031,ID29474,0,1,17906
ACCT9839,ID9287,0,1,16443
ACCT19663,ID18617,0,1,17905
ACCT8586,ID8102,0,1,16444
ACCT21888,ID20732,0,1,16444
ACCT29645,ID28144,0,1,17906
ACCT980,ID917,0,1,16444
ACCT7630,ID7184,0,1,17906
ACCT20422,ID19323,0,1,17905
ACCT1110,ID1038,0,1,16443
ACCT23689,ID22485,0,1,16443
ACCT22031,ID20869,0,1,17905
ACCT1681,ID1579,0,1,16443
ACCT13802,ID13076,0,1,16443
ACCT13850,ID13119,0,1,16443
ACCT29601,ID28114,0,1,16444
ACCT7796,ID7343,0,1,17907
ACCT28106,ID26682,0,1,16443
ACCT10311,ID9738,0,1,16443
ACCT19523,ID18490,0,1,17907
ACCT26465,ID25113,0,1,16443
ACCT15932,ID15112,0,1,16443
ACCT5127,ID4795,0,1,16443
ACCT8136,ID7662,0,1,16443
ACCT15361,ID14558,0,1,17905
ACCT16713,ID15843,0,1,16444
ACCT23754,ID22550,0,1,16443
ACCT25514,ID24204,0,1,16444
ACCT4037,ID3793,0,1,16444
ACCT13344,ID12634,0,1,16443
ACCT20798,ID19684,0,1,16444
ACCT12644,ID11977,0,1,17905
ACCT8763,ID8275,0,1,17906
ACCT10693,ID10104,0,1,17906
ACCT20955,ID19840,0,1,16443
ACCT20709,ID19597,0,1,16443
ACCT16007,ID15174,0,1,17906
ACCT21217,ID20087,0,1,17905
ACCT22228,ID21065,0,1,16443
ACCT3017,ID2863,0,1,16443
ACCT21901,ID20745,0,1,17907
ACCT4101,ID3847,0,1,17906
ACCT2850,ID2707,0,1,16444
ACCT25373,ID24070,0,1,16444
ACCT14367,ID13609,0,1,17906
ACCT5198,ID4865,0,1,17907
ACCT4987,ID4655,0,1,16444
ACCT13570,ID12853,0,1,16444
ACCT3821,ID3585,0,1,16443
ACCT22711,ID21539,0,1,16443
ACCT17317,ID16421,0,1,16444
ACCT5873,ID5493,0,1,16443
ACCT15664,ID14849,0,1,17906
ACCT29964,ID28448,0,1,16444
ACCT16360,ID15518,0,1,17906
ACCT12815,ID12139,0,1,17906
ACCT4381,ID4123,0,1,16444
ACCT13901,ID13170,0,1,16443
ACCT12058,ID11418,1,1,16443
ACCT11250,ID10638,0,1,16444
ACCT24649,ID23374,0,1,17906
ACCT14178,ID13434,0,1,17906
ACCT14106,ID13365,0,1,17905
ACCT18770,ID17786,0,1,17906
ACCT15611,ID14796,0,1,17906
ACCT30206,ID28684,0,1,17907
ACCT17456,ID16560,0,1,17906
ACCT28048,ID26626,0,1,17906
ACCT4511,ID4246,0,1,17907
ACCT29508,ID28023,0,1,16443
ACCT618,ID571,0,1,17907
ACCT18505,ID17534,0,1,17906
ACCT28367,ID26931,0,1,16443
ACCT7551,ID7110,0,1,17905
ACCT4056,ID3812,0,1,16443
ACCT16592,ID15735,0,1,17906
ACCT12682,ID12014,0,1,17906
ACCT15281,ID14485,0,1,17907
ACCT28132,ID26708,0,1,16444
ACCT6880,ID6484,0,1,16443
ACCT28336,ID26900,0,1,16443
ACCT15882,ID15062,0,1,16443
ACCT2406,ID2284,0,1,17905
ACCT510,ID472,0,1,17907
ACCT9005,ID8503,0,1,17905
ACCT1411,ID1324,0,1,16443
ACCT22059,ID20897,0,1,16444
ACCT26219,ID24870,0,1,16444
ACCT24163,ID22933,0,1,17906
ACCT5987,ID5604,0,1,17906
ACCT24895,ID23613,0,1,16443
ACCT21943,ID20785,0,1,16444
ACCT7077,ID6672,0,1,17905
ACCT4937,ID4607,0,1,16443
ACCT14747,ID13970,0,1,17905
ACCT9997,ID9432,0,1,16443
ACCT20476,ID19374,0,1,16444
ACCT9684,ID9136,0,1,16443
ACCT20755,ID19643,0,1,17906
ACCT28198,ID26772,0,1,17907
ACCT4891,ID4561,0,1,17906
ACCT22696,ID21524,0,1,16443
ACCT17653,ID16749,0,1,16443
ACCT27142,ID25753,0,1,16444
ACCT19471,ID18441,0,1,16444
ACCT9527,ID8989,0,1,17907
ACCT8256,ID7778,0,1,17907
ACCT13735,ID13009,0,1,16444
ACCT18668,ID17686,0,1,17906
ACCT15269,ID14474,0,1,17906
ACCT10276,ID9705,0,1,16444
ACCT23751,ID22547,0,1,17905
ACCT27678,ID26262,0,1,17906
ACCT17842,ID16930,0,1,17907
ACCT14671,ID13898,0,1,17906
ACCT19119,ID18101,0,1,17905
ACCT25299,ID23999,0,1,16444
ACCT7331,ID6898,0,1,17905
ACCT24736,ID23459,0,1,16443
ACCT21588,ID20441,0,1,16443
ACCT5796,ID5417,0,1,17906
ACCT24050,ID22825,0,1,16444
ACCT19447,ID18420,0,1,16443
ACCT10341,ID9767,0,1,16443
ACCT28139,ID26715,0,1,16444
ACCT13614,ID12895,0,1,16443
ACCT19533,ID18500,0,1,17905
ACCT24044,ID22819,0,1,17906
ACCT16664,ID15798,0,1,17906
ACCT18303,ID17339,0,1,17905
ACCT3660,ID3433,0,1,16443
ACCT22468,ID21303,0,1,16444
ACCT17171,ID16276,0,1,16443
ACCT17632,ID16728,0,1,16443
ACCT18491,ID17520,0,1,16443
ACCT23539,ID22337,0,1,16444
ACCT24410,ID23170,0,1,16444
ACCT23228,ID22039,0,1,16443
ACCT8814,ID8324,0,1,16444
ACCT13138,ID12450,0,1,17907
ACCT6657,ID6263,0,1,17907
ACCT30571,ID29030,0,1,17907
ACCT8764,ID8276,0,1,16443
ACCT25680,ID24366,0,1,17905
ACCT22501,ID21336,0,1,16443
ACCT8352,ID7873,0,1,17906
ACCT341,ID319,0,1,17906
ACCT14495,ID13734,0,1,17905
ACCT23847,ID22637,1,1,16443
ACCT21047,ID19926,0,1,17905
ACCT13382,ID12672,0,1,16443
ACCT9815,ID9264,0,1,17906
ACCT23927,ID22713,0,1,16444
ACCT10095,ID9528,0,1,17906
ACCT15323,ID14520,0,1,17907
ACCT27896,ID26475,0,1,17905
ACCT24583,ID23309,0,1,16444
ACCT19188,ID18170,0,1,16443
ACCT14942,ID14156,0,1,17905
ACCT4837,ID4508,0,1,17906
ACCT19383,ID18361,0,1,17905
ACCT20084,ID19015,0,1,16443
ACCT5587,ID5217,0,1,16443
ACCT7469,ID7030,0,1,17906
ACCT8970,ID8475,0,1,16443
ACCT25437,ID24134,0,1,16443
ACCT14005,ID13273,0,1,16444
ACCT21925,ID20767,0,1,17906
ACCT7625,ID7179,0,1,16444
ACCT15634,ID14819,0,1,16443
ACCT3659,ID3432,0,1,17906
ACCT23047,ID21863,0,1,17905
ACCT13967,ID13235,0,1,16444
ACCT27620,ID26210,0,1,17906
ACCT18773,ID17789,0,1,17906
ACCT9746,ID9198,0,1,17906
ACCT28497,ID27050,0,1,17907
ACCT27246,ID25852,0,1,17906
ACCT21788,ID20638,0,1,16444
ACCT8896,ID8406,0,1,17905
ACCT19632,ID18591,0,1,17907
ACCT21626,ID20479,0,1,16444
ACCT28445,ID27004,0,1,17907
ACCT1564,ID1472,0,1,17906
ACCT11027,ID10422,0,1,16443
ACCT27647,ID26233,0,1,16443
ACCT1538,ID1447,1,1,16443
ACCT30396,ID28865,0,1,16443
ACCT1303,ID1220,0,1,16444
ACCT12232,ID11588,0,1,16443
ACCT9985,ID9421,0,1,16443
ACCT14882,ID14097,0,1,16444
ACCT18212,ID17254,0,1,17906
ACCT27423,ID26017,0,1,17907
ACCT28789,ID27330,0,1,16443
ACCT28396,ID26960,0,1,16444
ACCT18319,ID17355,0,1,16443
ACCT9963,ID9399,0,1,17907
ACCT23996,ID22775,0,1,16444
ACCT2174,ID2056,0,1,16444
ACCT17935,ID17018,0,1,16444
ACCT27230,ID25836,0,1,17906
ACCT1067,ID996,0,1,17906
ACCT4435,ID4171,0,1,16443
ACCT4479,ID4214,0,1,16444
ACCT25895,ID24567,0,1,16443
ACCT1342,ID1258,0,1,16444
ACCT28906,ID27442,0,1,16444
ACCT27436,ID26030,0,1,16443
ACCT7239,ID6810,0,1,17905
ACCT5292,ID4956,0,1,16444
ACCT4452,ID4188,0,1,17905
ACCT19987,ID18928,0,1,16443
ACCT17321,ID16425,0,1,16443
ACCT3015,ID2861,0,1,17907
ACCT27920,ID26499,0,1,17905
ACCT5882,ID5502,0,1,17905
ACCT26027,ID24687,0,1,16443
ACCT9774,ID9224,0,1,16443
ACCT26567,ID25214,0,1,16443
ACCT16804,ID15926,0,1,17906
ACCT14502,ID13741,0,1,16443
ACCT20982,ID19867,0,1,17906
ACCT14811,ID14032,0,1,17906
ACCT16851,ID15971,0,1,17906
ACCT25968,ID24632,0,1,17906
ACCT16897,ID16011,0,1,16444
ACCT4168,ID3912,0,1,16444
ACCT26141,ID24801,0,1,16443
ACCT1583,ID1487,0,1,16443
ACCT19144,ID18126,0,1,17906
ACCT17673,ID16765,0,1,17906
ACCT15013,ID14226,0,1,17905
ACCT19543,ID18509,0,1,17906
ACCT14996,ID14210,0,1,17906
ACCT10729,ID10140,0,1,16444
ACCT12955,ID12272,0,1,17905
ACCT14680,ID13907,0,1,17907
ACCT2788,ID2651,0,1,17907
ACCT17567,ID16665,0,1,17906
ACCT18724,ID17740,0,1,17906
ACCT6134,ID5748,0,1,17906
ACCT31220,ID29650,0,1,16443
ACCT13710,ID12985,0,1,16444
ACCT2982,ID2828,0,1,17905
ACCT26733,ID25369,0,1,17905
ACCT4224,ID3968,0,1,17906
ACCT29471,ID27986,0,1,17906
ACCT3452,ID3236,0,1,16443
ACCT25367,ID24064,0,1,16443
ACCT19359,ID18337,0,1,16444
ACCT4663,ID4350,0,1,16443
ACCT15347,ID14544,0,1,17906
ACCT21568,ID20421,0,1,17906
ACCT5679,ID5304,0,1,16443
ACCT13275,ID12570,0,1,17905
ACCT22393,ID21228,0,1,17906
ACCT20347,ID19255,0,1,16443
ACCT4164,ID3908,0,1,17906
ACCT14409,ID13649,0,1,17906
ACCT3573,ID3349,0,1,16443
ACCT18687,ID17705,0,1,16444
ACCT3160,ID2958,0,1,17906
ACCT22495,ID21330,0,1,16443
ACCT25874,ID24546,0,1,17906
ACCT29401,ID27921,1,1,16444
ACCT27300,ID25898,0,1,17905
ACCT4147,ID3891,0,1,16444
ACCT1851,ID1745,0,1,16443
ACCT5734,ID5357,0,1,16444
ACCT22265,ID21102,0,1,17905
ACCT27211,ID25817,0,1,17906
ACCT30400,ID28869,0,1,16444
ACCT26759,ID25393,0,1,16443
ACCT23686,ID22482,0,1,16444
ACCT28109,ID26685,0,1,16444
ACCT8251,ID7773,0,1,17905
ACCT15153,ID14359,0,1,17906
ACCT2708,ID2572,0,1,17907
ACCT8388,ID7907,0,1,16443
ACCT31227,ID29657,0,1,17906
ACCT21354,ID20218,0,1,17906
ACCT7745,ID7295,0,1,16443
ACCT5485,ID5121,0,1,16443
ACCT12393,ID11738,0,1,17905
ACCT20101,ID19032,0,1,16444
ACCT22905,ID21725,0,1,17906
ACCT25170,ID23880,0,1,17905
ACCT28787,ID27328,0,1,17906
ACCT23269,ID22074,0,1,17906
ACCT15477,ID14669,0,1,16443
ACCT12989,ID12306,0,1,16443
ACCT28522,ID27075,0,1,17906
ACCT25432,ID24129,0,1,16443
ACCT24741,ID23464,0,1,16444
ACCT27033,ID25649,0,1,16444
ACCT2207,ID2089,0,1,16443
ACCT21607,ID20460,0,1,17906
ACCT29206,ID27735,1,1,16444
ACCT13001,ID12318,0,1,16444
ACCT7512,ID7071,0,1,17906
ACCT18167,ID17211,0,1,16443
ACCT9344,ID8828,0,1,17906
ACCT22931,ID21751,0,1,16444
ACCT8324,ID7845,0,1,17905
ACCT5409,ID5046,0,1,17905
ACCT23714,ID22510,0,1,17905
ACCT15529,ID14719,0,1,17906
ACCT28265,ID26829,0,1,17907
ACCT20410,ID19311,0,1,16444
ACCT8610,ID8126,0,1,16444
ACCT26424,ID25072,0,1,16444
ACCT13761,ID13035,0,1,16444
ACCT27334,ID25931,0,1,16443
ACCT15796,ID14976,0,1,17906
ACCT30070,ID28553,0,1,16443
ACCT3163,ID2961,0,1,17906
ACCT20413,ID19314,0,1,16443
ACCT5920,ID5538,0,1,17905
ACCT7632,ID7186,0,1,16444
ACCT24589,ID23315,0,1,16443
ACCT1385,ID1301,0,1,17905
ACCT3667,ID3440,0,1,17906
ACCT10947,ID10345,0,1,16443
ACCT16483,ID15634,0,1,17906
ACCT18299,ID17335,0,1,17906
ACCT1928,ID1820,0,1,16443
ACCT4943,ID4613,0,1,17906
ACCT22648,ID21478,0,1,17906
ACCT13866,ID13135,0,1,16443
ACCT8075,ID7602,0,1,17906
ACCT21318,ID20183,0,1,17907
ACCT15176,ID14382,0,1,17906
ACCT25900,ID24572,0,1,17905
ACCT28766,ID27307,0,1,17906
ACCT14744,ID13967,0,1,17907
ACCT29273,ID27802,0,1,16444
ACCT5641,ID5268,0,1,17906
ACCT6262,ID5875,0,1,17905
ACCT6310,ID5923,0,1,17907
ACCT24231,ID22997,0,1,17906
ACCT3770,ID3540,0,1,16444
ACCT6336,ID5948,0,1,16444
ACCT23993,ID22772,0,1,16443
ACCT943,ID881,0,1,17905
ACCT26502,ID25149,0,1,17907
ACCT24069,ID22842,0,1,17905
ACCT30862,ID29318,0,1,17905
ACCT17007,ID16119,0,1,17906
ACCT29214,ID27743,0,1,17905
ACCT17678,ID16770,0,1,16443
ACCT2267,ID2147,0,1,17906
ACCT24533,ID23277,0,1,17906
ACCT13337,ID12627,0,1,17906
ACCT16073,ID15238,0,1,17906
ACCT2416,ID2294,0,1,16444
ACCT6676,ID6282,1,1,16443
ACCT1283,ID1200,0,1,16443
ACCT12201,ID11557,0,1,16443
ACCT23559,ID22357,0,1,16444
ACCT3589,ID3364,0,1,16443
ACCT18685,ID17703,0,1,16444
ACCT1945,ID1837,0,1,17906
ACCT7292,ID6860,0,1,17906
ACCT18356,ID17390,0,1,16444
ACCT17488,ID16588,0,1,17906
ACCT27692,ID26276,0,1,17906
ACCT30018,ID28501,0,1,16444
ACCT24103,ID22874,0,1,16444
ACCT4217,ID3961,0,1,16443
ACCT25099,ID23810,0,1,17906
ACCT6548,ID6155,0,1,17905
ACCT686,ID638,0,1,17905
ACCT4321,ID4064,0,1,17906
ACCT5991,ID5608,0,1,17906
ACCT31312,ID29742,0,1,16444
ACCT23032,ID21851,0,1,16444
ACCT9956,ID9392,0,1,16443
ACCT17611,ID16707,0,1,17906
ACCT5042,ID4710,0,1,16444
ACCT6980,ID6577,0,1,17906
ACCT21081,ID19960,0,1,17906
ACCT2735,ID2599,0,1,17907
ACCT6660,ID6266,0,1,17906
ACCT23846,ID22636,0,1,17905
ACCT12382,ID11729,0,1,16443
ACCT16498,ID15649,0,1,16443
ACCT21665,ID20518,0,1,16444
ACCT18320,ID17356,0,1,16443
ACCT11681,ID11055,0,1,17906
ACCT6881,ID6485,0,1,17905
ACCT21126,ID20000,0,1,17907
ACCT16494,ID15645,0,1,16443
ACCT12611,ID11944,0,1,16444
ACCT29780,ID28273,0,1,17905
ACCT31152,ID29584,0,1,16444
ACCT7431,ID6992,0,1,17905
ACCT13718,ID12993,0,1,16444
ACCT21517,ID20373,0,1,16443
ACCT11383,ID10765,0,1,16444
ACCT883,ID823,0,1,17906
ACCT31233,ID29663,0,1,16443
ACCT24364,ID23124,0,1,17906
ACCT30811,ID29267,0,1,17907
ACCT29722,ID28216,0,1,17906
ACCT26934,ID25561,0,1,16444
ACCT20080,ID19011,0,1,16444
ACCT25881,ID24553,0,1,16443
ACCT22823,ID21643,0,1,17906
ACCT9853,ID9301,0,1,16444
ACCT8419,ID7938,0,1,16444
ACCT15362,ID14559,0,1,17907
ACCT5924,ID5542,0,1,16443
ACCT29017,ID27550,0,1,16443
ACCT8848,ID8358,0,1,17906
ACCT7207,ID6779,0,1,17906
ACCT23090,ID21904,0,1,17906
ACCT29501,ID28016,0,1,17905
ACCT27446,ID26040,0,1,16444
ACCT2607,ID2474,0,1,16443
ACCT21933,ID20775,0,1,17906
ACCT18996,ID17985,0,1,17907
ACCT1820,ID1714,0,1,16444
ACCT7545,ID7104,0,1,16444
ACCT31199,ID29630,0,1,16443
ACCT2896,ID2751,0,1,16443
ACCT2526,ID2399,0,1,17905
ACCT28170,ID26746,0,1,17906
ACCT12139,ID11497,0,1,17906
ACCT10197,ID9627,0,1,17906
ACCT4799,ID4470,0,1,16444
ACCT6064,ID5681,0,1,17906
ACCT21031,ID19910,0,1,16444
ACCT30454,ID28920,0,1,16444
ACCT27602,ID26192,0,1,16444
ACCT4924,ID4594,0,1,16444
ACCT31027,ID29470,0,1,17906
ACCT4998,ID4666,0,1,16443
ACCT14720,ID13943,0,1,16443
ACCT7032,ID6628,0,1,17905
ACCT547,ID505,0,1,16443
ACCT24654,ID23379,0,1,16444
ACCT28195,ID26769,0,1,16443
ACCT8490,ID8008,0,1,16444
ACCT10802,ID10205,0,1,17906
ACCT13585,ID12866,0,1,17906
ACCT5949,ID5567,0,1,16444
ACCT31116,ID29549,0,1,16444
ACCT30319,ID28791,0,1,16444
ACCT4159,ID3903,0,1,17906
ACCT16165,ID15330,0,1,17906
ACCT4927,ID4597,0,1,16443
ACCT1404,ID1317,0,1,16444
ACCT28145,ID26721,0,1,17905
ACCT23306,ID22111,0,1,17906
ACCT16559,ID15707,0,1,16443
ACCT6036,ID5653,0,1,17905
ACCT15173,ID14379,0,1,16444
ACCT22479,ID21314,0,1,17906
ACCT9935,ID9371,0,1,17905
ACCT6180,ID5794,0,1,16444
ACCT24552,ID23282,0,1,17906
ACCT10079,ID9512,0,1,16443
ACCT29581,ID28094,0,1,17906
ACCT4858,ID4528,0,1,16443
ACCT22038,ID20876,0,1,17907
ACCT24706,ID23429,0,1,16443
ACCT28270,ID26834,0,1,17906
ACCT30267,ID28743,0,1,17905
ACCT21014,ID19893,0,1,17906
ACCT21740,ID20592,0,1,16443
ACCT18564,ID17591,0,1,16443
ACCT28955,ID27489,0,1,16443
ACCT24051,ID22826,0,1,16443
ACCT21481,ID20338,0,1,16443
ACCT28976,ID27510,0,1,16443
ACCT29342,ID27868,0,1,17905
ACCT10638,ID10049,0,1,17906
ACCT2313,ID2193,0,1,16444
ACCT29876,ID28366,0,1,16443
ACCT26085,ID24745,0,1,17906
ACCT26259,ID24909,0,1,16444
ACCT7813,ID7360,0,1,17906
ACCT24809,ID23527,0,1,17905
ACCT10916,ID10315,0,1,16443
ACCT15848,ID15028,0,1,17906
ACCT23124,ID21938,0,1,17906
ACCT20243,ID19163,0,1,16444
ACCT11023,ID10418,0,1,16443
ACCT16179,ID15344,0,1,17906
ACCT644,ID597,0,1,16443
ACCT13037,ID12353,0,1,17910
ACCT16237,ID15399,0,1,16444
ACCT1117,ID1045,0,1,17906
ACCT2971,ID2817,0,1,16443
ACCT15414,ID14606,0,1,16443
ACCT2364,ID2242,0,1,17906
ACCT25035,ID23746,0,1,16443
ACCT30326,ID28798,0,1,16444
ACCT8395,ID7914,0,1,16444
ACCT22874,ID21694,0,1,16444
ACCT18995,ID17984,0,1,16444
ACCT11991,ID11353,0,1,17905
ACCT1168,ID1096,0,1,17906
ACCT22388,ID21223,0,1,17905
ACCT21480,ID20337,0,1,17906
ACCT25946,ID24617,0,1,16443
ACCT18000,ID17050,0,1,17906
ACCT1383,ID1299,0,1,17906
ACCT5014,ID4682,0,1,17906
ACCT11073,ID10467,0,1,17906
ACCT21029,ID19908,0,1,16444
ACCT1390,ID1306,0,1,16443
ACCT23862,ID22652,0,1,16443
ACCT27749,ID26332,1,1,16443
ACCT2183,ID2065,0,1,16444
ACCT3473,ID3255,0,1,16443
ACCT26964,ID25591,0,1,17906
ACCT8159,ID7684,0,1,17905
ACCT23010,ID21830,0,1,16443
ACCT28014,ID26592,0,1,16443
ACCT28088,ID26664,0,1,16444
ACCT13645,ID12925,0,1,16443
ACCT852,ID795,0,1,17905
ACCT17298,ID16402,0,1,17906
ACCT30049,ID28532,0,1,16443
ACCT20449,ID19348,0,1,16443
ACCT14525,ID13755,0,1,17906
ACCT24041,ID22816,0,1,17906
ACCT15113,ID14322,0,1,16444
ACCT20854,ID19739,0,1,16444
ACCT12467,ID11808,0,1,16444
ACCT24955,ID23670,0,1,16443
ACCT28606,ID27150,0,1,16443
ACCT21445,ID20304,0,1,17906
ACCT7996,ID7527,0,1,16443
ACCT4852,ID4522,0,1,17906
ACCT29763,ID28256,0,1,17906
ACCT24724,ID23447,0,1,16443
ACCT27213,ID25819,0,1,16443
ACCT13443,ID12729,0,1,16444
ACCT30705,ID29164,0,1,16444
